name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,price_per_kilometer
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),15,270000,90000,Diesel,Individual,Manual,Third Owner,23.0,1396.0,90,5.0,11739.130434782608
Tata Bolt Quadrajet XE,8,450000,50000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74,5.0,19607.843137254902
Mahindra Thar CRDe,9,630000,101000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105,6.0,38066.46525679758
Mahindra Xylo E4 BS IV,15,229999,168000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112,7.0,16428.5
Mahindra Xylo E4 BS IV,15,229999,168000,Diesel,Individual,Manual,First Owner,14.0,2498.0,112,7.0,16428.5
Maruti Wagon R VXI BS IV,14,270000,40000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,14285.714285714286
Tata Indica Vista Aura Safire Anniversary Edition,16,135000,28900,Petrol,Individual,Manual,Second Owner,0.0,1172.0,65,5.0,inf
Maruti Wagon R VXI BS IV,13,275000,20000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,14550.264550264552
Jaguar XE 2016-2019 2.0L Diesel Prestige,8,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177,5.0,193014.70588235295
Jaguar XF 2.0 Diesel Portfolio,8,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177,5.0,165545.78375581998
Tata Safari Storme EX,10,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,35673.75886524823
Volvo XC40 D4 Inscription BSIV,6,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190,5.0,211111.11111111112
Toyota Camry 2.5 Hybrid,9,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,104384.13361169102
Maruti Wagon R LXI,12,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,10325.837540156035
Maruti Baleno Alpha 1.3,7,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74,5.0,27017.15954728003
Honda Jazz VX,9,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,30219.78021978022
Toyota Innova 2.5 VX (Diesel) 7 Seater,12,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,57736.72055427251
Maruti Swift AMT VVT VXI,6,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,29545.454545454544
Toyota Etios VX,8,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,37246.722288438614
Maruti Swift AMT ZXI,7,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,27272.727272727272
Hyundai Grand i10 1.2 CRDi Sportz,8,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,18750.0
Honda Amaze V CVT Petrol BSIV,6,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,41000.0
Skoda Rapid 1.6 MPI AT Elegance,9,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,45104.895104895106
Volvo V40 D3 R-Design,7,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150,5.0,147321.42857142858
Mahindra TUV 300 T8,10,634000,165000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100,7.0,34288.80475932937
Maruti A-Star Zxi,13,235000,98500,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,12368.421052631578
Hyundai i10 Asta,17,275000,98000,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.9,5.0,13506.87622789784
Mahindra Thar CRDe AC,11,700000,40000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105,6.0,42296.07250755287
Fiat Grande Punto Sport 90BHP,12,400000,90000,Diesel,Individual,Manual,First Owner,20.3,1248.0,92,5.0,19704.433497536946
Maruti Alto LXi,13,215000,90000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,10913.705583756346
Hyundai Getz 1.5 CRDi GVS,16,150000,110000,Diesel,Individual,Manual,Second Owner,17.1,1493.0,110,5.0,8771.929824561403
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,7,950000,77800,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,37848.60557768924
Mahindra TUV 300 T8,10,730000,100000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100,7.0,39480.80043266631
Tata Indica V2 Turbomax DLS BS IV,13,135000,120000,Diesel,Individual,Manual,Second Owner,19.0,1405.0,71,5.0,7105.263157894737
Hyundai Xcent 1.2 Kappa Base,9,350000,80000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,82,5.0,18324.60732984293
Mahindra KUV 100 G80 K6 Plus,7,535000,21000,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82,6.0,29476.58402203857
Maruti Swift Dzire Tour S CNG,7,455000,100000,Petrol,Individual,Manual,Second Owner,19.0,1197.0,85.8,5.0,23947.36842105263
Maruti Swift Dzire VXI 1.2,6,655000,25000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,30881.65959453088
Ford EcoSport 1.5 Diesel Titanium BSIV,6,800000,30000,Diesel,Individual,Manual,Third Owner,23.0,1498.0,98.96,5.0,34782.608695652176
Toyota Yaris V CVT BSIV,7,1100000,25000,Petrol,Individual,Automatic,First Owner,17.8,1496.0,105.5,5.0,61797.752808988764
Mercedes-Benz E-Class E250 CDI Avantgarde,9,3000000,40000,Diesel,Individual,Automatic,First Owner,13.0,2143.0,204,5.0,230769.23076923078
Toyota Fortuner 4x2 4 Speed AT,13,1225000,160000,Diesel,Individual,Automatic,First Owner,11.5,2982.0,169,7.0,106521.73913043478
Mahindra KUV 100 G80 K2,7,340000,51492,Petrol,Individual,Manual,First Owner,18.15,1198.0,82,6.0,18732.782369146007
Volkswagen Vento Diesel Highline,14,300000,72000,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,14605.647517039923
Ford Figo 1.2P Titanium Opt MT,9,370000,60000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,20374.449339207047
Mahindra Bolero 2011-2019 SLE,12,330000,136000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,20676.691729323305
Hyundai Santro Xing GLS,11,238000,60000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,13281.249999999998
Hyundai Santro Xing XG,19,72000,110000,Petrol,Individual,Manual,Second Owner,19.41878335651954,,,,3707.750309487189
Hyundai Santro Xing GLS,12,200000,90000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,11160.714285714284
Nissan Sunny Diesel XV,11,320000,91000,Diesel,Individual,Manual,Fourth & Above Owner,22.71,1461.0,84.8,5.0,14090.708938793483
Hyundai Santro Xing GL Plus,16,114999,90000,Petrol,Individual,Manual,Fourth & Above Owner,17.92,1086.0,62.1,5.0,6417.354910714285
Maruti Wagon R LXI BS IV,10,320000,50000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,15602.145294978058
Hyundai i10 Era,15,210000,20000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,10600.706713780919
Mahindra Xylo D2 BS IV,14,200000,120000,Diesel,Individual,Manual,First Owner,14.0,2489.0,95,8.0,14285.714285714286
Maruti Wagon R LXI Minor,16,135000,150000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67,5.0,7142.857142857143
Tata Indigo CS LS (TDI) BS-III,10,350000,52000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,18334.206390780513
Mahindra Bolero 2011-2019 DI BSIII,11,350000,167000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63,8.0,25735.29411764706
Maruti Swift Dzire VDI,8,680000,40000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,23943.66197183099
Maruti Swift Vdi BSIII,15,200000,190000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75,5.0,11235.955056179775
Renault KWID 1.0 RXT Optional,9,300000,50000,Petrol,Individual,Manual,First Owner,23.01,999.0,67,5.0,13037.809647979138
Mahindra Xylo E6,14,270000,70000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112,7.0,19285.714285714286
Maruti Wagon R LXI BSIII,13,225000,80000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,11904.761904761906
Mahindra Bolero DI DX 8 Seater,17,250000,120000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63,8.0,18382.352941176472
Mahindra TUV 300 T8,10,590000,40000,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100,7.0,31909.140075716605
Hyundai EON Era Plus,10,290000,17000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,13744.075829383886
Maruti Zen Estilo LXI BS IV,15,100000,180000,Petrol,Individual,Manual,Second Owner,19.0,998.0,67.1,5.0,5263.1578947368425
Maruti Celerio VXI,9,395000,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,17099.5670995671
Hyundai EON Era Plus,11,195000,65000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,9241.70616113744
Tata Nano Cx,14,45000,10000,Petrol,Individual,Manual,Third Owner,26.0,624.0,35,4.0,1730.7692307692307
Mahindra Bolero DI DX 8 Seater,16,270000,70000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63,8.0,19852.941176470587
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,11,600000,90000,Diesel,Individual,Manual,Second Owner,13.58,2499.0,72.4,9.0,44182.62150220913
Hyundai i20 Asta 1.4 CRDi,10,715000,50000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,31721.384205856255
Hyundai Elite i20 Magna Plus BSIV,6,600000,10000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,32258.06451612903
Mahindra TUV 300 T6 Plus,6,875000,25000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100,7.0,47322.87723093564
Mahindra Scorpio M2DI,14,420000,100000,Diesel,Individual,Manual,Second Owner,13.5,2179.0,115,5.0,31111.11111111111
Honda CR-V 2.4 4WD AT,18,325000,70000,Petrol,Individual,Automatic,Second Owner,10.1,2354.0,152,5.0,32178.21782178218
Datsun GO Anniversary Edition,8,385000,30000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67.06,5.0,18662.142510906448
Mahindra KUV 100 mFALCON G80 K2,9,300000,40000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82,6.0,16528.92561983471
Hyundai i20 Sportz 1.4 CRDi,13,335000,135000,Diesel,Individual,Manual,First Owner,21.9,1396.0,88.76,5.0,15296.803652968038
Maruti Celerio LXI,11,300000,35000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,12987.012987012986
Hyundai Accent GLE,21,80000,120000,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94,5.0,6060.606060606061
Mahindra Bolero 2011-2019 SLE,13,400000,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,25062.656641604008
Tata Indigo CS LS (TDI) BS III,13,168000,190000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69,5.0,8800.419067574647
Mahindra Bolero 2011-2019 Plus AC,9,550000,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,9.0,34461.15288220551
Toyota Etios GD,13,300000,120000,Diesel,Individual,Manual,Second Owner,19.41878335651954,,,,15448.959622863287
Mahindra Bolero PLUS AC BSIII,14,320000,175000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63,7.0,23529.411764705885
Mahindra Bolero 2011-2019 Plus - AC BSIII,14,320000,175000,Diesel,Individual,Manual,Third Owner,15.96,2523.0,63,9.0,20050.125313283206
Nissan Sunny XE,14,350000,25000,Petrol,Individual,Manual,Second Owner,16.95,1498.0,97.7,5.0,20648.96755162242
Tata Manza Club Class Quadrajet90 VX,12,280000,80000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,13320.647002854424
Hyundai Xcent 1.1 CRDi SX Option,8,550000,70000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71,5.0,22540.98360655738
Hyundai Xcent 1.2 VTVT E Plus,7,500000,10000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,24826.216484607747
Ford Freestyle Titanium Plus Petrol BSIV,6,700000,6000,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,5.0,36842.10526315789
Skoda Rapid Ultima 1.6 TDI Elegance,12,380000,90000,Diesel,Individual,Manual,Second Owner,20.5,1598.0,103.5,5.0,18536.585365853658
Mahindra Bolero 2011-2019 Plus - AC BSIII,13,340000,110000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,63,9.0,21303.25814536341
Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,18,160000,120000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63,9.0,11764.705882352942
Toyota Innova 2.5 G (Diesel) 7 Seater,11,750000,50000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,57736.72055427251
Hyundai Grand i10 1.2 Kappa Magna AT,7,531000,20000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,28095.2380952381
Renault KWID 1.0 RXT Optional,8,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999.0,67,5.0,13037.809647979138
Volkswagen Polo 1.5 TDI Comfortline,11,350000,60000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5.0,17378.351539225423
Chevrolet Beat LT,15,150000,68000,Petrol,Individual,Manual,Fourth & Above Owner,18.6,1199.0,79.4,5.0,8064.516129032258
Maruti Swift VXI Optional,10,450000,30000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,22058.823529411766
Mahindra XUV500 W10 2WD,8,1625000,54000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140,7.0,101562.5
Maruti Swift 1.3 VXi,19,140000,65000,Petrol,Individual,Manual,Third Owner,19.41878335651954,,,,7209.514490669534
Mahindra Bolero GLX,21,250000,80000,Diesel,Individual,Manual,Third Owner,19.41878335651954,,,,12874.133019052739
Tata Indica V2 DLX TC,19,85000,120000,Diesel,Individual,Manual,Third Owner,16.8,1405.0,68,5.0,5059.523809523809
Hyundai Grand i10 1.2 Kappa Magna BSIV,7,450000,30000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,23809.523809523813
Maruti Zen Estilo VXI BSIV W ABS,14,170000,55113,Petrol,Individual,Manual,First Owner,19.41878335651954,,,,8754.410452955863
Tata Tiago 1.05 Revotorq XM,8,360000,50000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69,5.0,13196.480938416422
Maruti Alto K10 VXI,5,390000,6000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,16283.9248434238
Maruti Eeco 7 Seater Standard BSIV,14,145000,50000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73,7.0,9433.962264150943
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,13,540000,90000,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120,8.0,44813.27800829875
Toyota Innova 2.5 E Diesel MS 8-seater,17,290000,126000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102,8.0,22656.25
Tata Indigo eCS VX BSIV,12,300000,90000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69,5.0,12000.0
Ford Figo Aspire 1.2 Ti-VCT Titanium,8,565000,80000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,31112.334801762114
Mahindra Scorpio 2.6 CRDe SLE,14,441000,70000,Diesel,Individual,Manual,Second Owner,10.5,2609.0,120,7.0,42000.0
Hyundai Santro Xing XP,22,50000,80000,Petrol,Individual,Manual,Second Owner,19.41878335651954,,,,2574.826603810548
Hyundai EON Era Plus,14,180000,80000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,8530.80568720379
Hyundai EON D Lite,12,200000,80000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,9478.67298578199
Maruti Alto LX,20,85000,150000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,4314.720812182742
Tata Indica V2 DL BSIII,19,67500,110000,Diesel,Individual,Manual,Fourth & Above Owner,17.88,1396.0,52.8,5.0,3775.1677852348994
Maruti Vitara Brezza ZDi Plus Dual Tone,9,700000,110000,Diesel,Individual,Manual,Second Owner,24.3,1248.0,88.5,5.0,28806.584362139918
Volkswagen Polo Diesel Highline 1.2L,15,275000,80000,Diesel,Individual,Manual,Fourth & Above Owner,22.07,1199.0,73.9,5.0,12460.353420933394
Hyundai Grand i10 1.2 Kappa Sportz BSIV,6,600000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,31746.03174603175
Mahindra Xylo D2,14,250000,120000,Diesel,Individual,Manual,First Owner,13.0,2489.0,95,8.0,19230.76923076923
Mahindra Bolero 2011-2019 DI - AC BS III,9,600000,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63,9.0,37593.984962406015
Fiat Linea 1.3 Active,15,200000,80000,Diesel,Individual,Manual,Second Owner,20.4,1248.0,91.2,5.0,9803.921568627451
Hyundai Grand i10 CRDi Sportz,10,425000,91500,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70,5.0,17708.333333333332
Maruti Swift Dzire VDi,13,420000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,21761.65803108808
Hyundai i20 1.4 CRDi Era,13,321000,100000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90,5.0,13956.521739130434
Mahindra Xylo D4 BSIV,13,350000,120000,Diesel,Individual,Manual,Fourth & Above Owner,14.0,2498.0,112,8.0,25000.0
Honda Amaze i-VTEC Privilege Edition,8,490000,80000,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,5.0,27528.08988764045
Mahindra Scorpio S2 7 Seater,10,680000,90000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75,7.0,44155.844155844155
Maruti Alto K10 VXI,9,298000,70000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,12442.58872651357
Hyundai Santro GLS I - Euro I,26,80000,110000,Petrol,Individual,Manual,Second Owner,19.41878335651954,,,,4119.722566096877
Mahindra Scorpio M2DI,14,450000,150000,Diesel,Individual,Manual,Fourth & Above Owner,13.5,2179.0,115,5.0,33333.333333333336
Skoda Superb 1.8 TSI,15,400000,60000,Petrol,Individual,Automatic,Second Owner,19.41878335651954,,,,20598.612830484384
Tata Indica Vista Quadrajet ZX,13,250000,40000,Diesel,Individual,Manual,First Owner,22.3,1248.0,74,5.0,11210.762331838565
Ford Endeavour Hurricane Limited Edition,12,1075000,110000,Diesel,Individual,Automatic,Third Owner,12.8,2953.0,156,7.0,83984.375
Hyundai Grand i10 Sportz,8,500000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82,5.0,26455.02645502646
Ford Freestyle Trend Petrol BSIV,6,681000,10000,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,5.0,35842.10526315789
Mahindra XUV500 W8 2WD,11,650000,90000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140,7.0,43046.35761589404
Chevrolet Aveo U-VA 1.2 LS,17,80000,70000,Petrol,Individual,Manual,Second Owner,15.26,1150.0,74.9,5.0,5242.463958060289
Mahindra Bolero SLX 2WD BSIII,16,290000,120000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63,7.0,21323.529411764706
Mahindra Scorpio 2.6 SPORTZ CRDe,19,220000,120000,Diesel,Individual,Manual,Second Owner,10.5,2179.0,120,8.0,20952.380952380954
Hyundai Santro Xing GL,16,120000,90000,Petrol,Individual,Manual,Second Owner,0.0,1086.0,62,5.0,inf
Datsun RediGO Sport,8,229999,80000,Petrol,Individual,Manual,First Owner,22.7,799.0,53,5.0,10132.114537444933
Mahindra Bolero ZLX BSIII,22,150000,132478,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63,7.0,11029.411764705883
Maruti Swift Dzire VXI,11,500000,45000,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,26178.010471204187
Tata Indigo CS LS (TDI) BS III,12,175000,120000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69,5.0,9167.103195390257
Ford Freestyle Titanium Petrol BSIV,6,720000,10000,Petrol,Individual,Manual,First Owner,19.0,1194.0,94.68,5.0,37894.73684210526
Maruti 800 AC,13,100000,51000,Petrol,Individual,Manual,First Owner,16.1,796.0,37,4.0,6211.1801242236015
Honda Civic 1.8 V AT,16,250000,105000,Petrol,Individual,Automatic,Second Owner,12.9,1799.0,130,5.0,19379.84496124031
Mahindra XUV500 W6 2WD,11,810000,100000,Diesel,Individual,Manual,First Owner,15.1,2179.0,140,7.0,53642.384105960264
Maruti Alto LXi,15,165000,30000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,8375.634517766497
Chevrolet Tavera Neo 3 LS 10 Str,9,409999,60000,Diesel,Individual,Manual,Second Owner,12.2,1994.0,105.3,10.0,33606.475409836065
Maruti Swift VDI,12,430000,86000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74,5.0,18777.292576419215
Datsun GO Plus D1,10,300000,15000,Petrol,Individual,Manual,First Owner,20.62,1198.0,67,7.0,14548.981571290009
Maruti Swift Dzire VDi,14,350000,137500,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0,18134.715025906735
Renault KWID 1.0 RXT Optional,7,400000,60000,Petrol,Individual,Manual,First Owner,23.01,999.0,67,5.0,17383.746197305518
Chevrolet Enjoy 1.3 TCDi LS 7,9,420000,70000,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.74,7.0,23076.923076923078
Maruti Wagon R VXI BS IV,10,430000,5000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,20965.382740126766
Maruti Swift VXI Optional,8,573000,30000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,28088.23529411765
Hyundai EON D Lite Plus,10,210000,40000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,9952.60663507109
Renault Duster 110PS Diesel RxZ,10,600000,60000,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,31562.335612835348
Honda City 2017-2020 GXi,17,150000,70000,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78,5.0,8474.57627118644
Tata Tigor 1.2 Revotron XT,6,550000,15000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84,5.0,27093.5960591133
Maruti Swift Dzire ZDi,14,320000,110000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,16580.310880829016
Maruti 800 AC,25,80000,70000,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37,4.0,4968.944099378881
Honda Amaze VX Diesel BSIV,6,800000,10000,Diesel,Individual,Manual,First Owner,27.4,1498.0,98.63,5.0,29197.080291970804
Maruti Ertiga ZXI,12,500000,60000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,31210.986267166045
Tata Manza Aura Quadrajet,14,229999,110000,Diesel,Individual,Manual,Second Owner,18.8,1248.0,90,5.0,12233.989361702128
Maruti Ertiga ZXI,12,500000,60000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,31210.986267166045
Hyundai i20 Asta 1.2,10,630000,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,33870.967741935485
Maruti Omni E MPI STD BS IV,9,190000,70000,Petrol,Individual,Manual,Second Owner,16.8,796.0,34.2,8.0,11309.52380952381
Tata Manza Aura Quadrajet,14,229999,110000,Diesel,Individual,Manual,Second Owner,18.8,1248.0,90,5.0,12233.989361702128
